42.09,99.653,589.27,45.158,77,210.5
42.59,99.447,584.77,45.003,76.43,210.04
42.71,98.742,579.95,45.235,76.08,212.38
42.55,99.496,573.1,44.732,74.58,207.71
42.88,99.525,575.62,45.177,77.48,224.83
41.26,99.3,581.35,45.468,77.92,226.61
41.14,98.879,583.1,45.313,77.43,231
40.78,95.932,581.01,45.235,76.67,228.74
41.81,96.295,589.72,44.955,77.89,230.6
39.59,96.892,586.08,44.413,77.26,229.63
39.19,96.06,581.98,43.784,75.95,227.55
38.87,96.862,577.94,43.494,75.83,225.05
39.27,101.13,577.33,43.62,76.68,225
38.51,100.35,571.6,43.949,74.82,225.75
38.31,100.1,569.2,43.417,73.86,223.26
38.18,99.985,571,43.407,74.63,224.2
37.79,98.772,577.86,43.543,75.96,225.36
37.71,99.408,580.2,43.697,75.02,222.48
38.01,99.192,582.56,43.678,74.57,226.4
37.64,98.468,583.37,43.746,74.57,219.2
37.5,98.458,584.49,43.484,74.81,217.92
37.83,98.419,586.86,43.852,75.29,216.71
37.38,97.078,582.16,43.368,74.59,218.66
36.47,95.923,573.48,43.061,73.63,219.86
36.36,95.453,574.65,42.561,74.3,218.36
36.19,95.198,574.78,42.378,73.77,215.14
35.52,93.955,562.73,41.84,72.83,213.38
35.79,93.974,567.88,41.532,73.44,212.9
35.91,92.751,568.77,41.532,73.06,208.12
35.66,92.496,563.36,41.561,73.17,206.76
35.79,92.506,566.38,41.09,72.47,203.57
35.7,92.662,565.07,41.417,72.69,204.65
36.53,93.12,573.15,41.696,73.51,202.5
35.62,93.646,566.07,41.205,72.36,201.78
35.81,93.129,571.6,41.494,72.65,180.64
36.6,95.613,587.42,41.897,74.68,187.29
35.68,95.838,585.61,42.195,73.71,179.74
35.9,96.461,590.6,42.272,74.92,178
36.12,95.146,589.02,42.782,75.19,177.44
36.17,94.522,593.35,42.686,74.98,178.05
34.71,94.678,595.98,43.138,71.29,171.78
33.6,92.272,594.74,43.099,69.27,165.5
33.28,91.512,589.47,43.109,69.4,161.96
33.33,91.99,595.08,42.965,68.42,159.99
33.21,90.684,573.73,42.811,66.41,157.21
33.79,92.331,582.66,42.378,67.66,157.67
35.61,92.857,584.78,40.811,67.17,158.51
35.7,93.957,584.87,40.513,67.9,159.7
35.43,92.759,579.18,40.465,66.34,156.58
34.93,92.584,571.1,40.08,64.87,156.31
34.85,92.925,576.08,40.061,64.97,159.56
34.53,92.886,571.09,40.167,62.76,158.67
35.52,93.49,582.25,40.369,65.29,169.25
36.14,91.6,584.73,40.186,66.29,173.71
35.88,91.064,582.34,40.282,66.45,172.42
35.35,91.103,582.67,40.253,68.06,171.75
35.13,90.528,575.28,40.09,67.29,171.47
34.25,89.603,577.24,40.619,67.6,166.76
33.66,88.551,576,40.109,67.13,166.77
33.25,88.025,578.65,40.407,67.44,170
33.48,87.947,564.62,40.138,65.72,166.19
33.64,88.483,564.95,40.369,65.37,168.4
34.05,88.561,556.36,40.071,64.5,165.8
34.68,89.486,554.9,39.907,64.34,166.99
34.94,89.798,553.37,40.042,65.6,169.25
34.43,89.7,543.01,40.071,64.4,165.47
34.81,89.817,544.28,39.898,64.19,167.54
36.94,88.921,551.76,39.638,64.5,169.3
36.78,89.905,551.35,39.013,64.29,164.54
